0,2298	23,4500	980,0000	34,2000	35,7522	0,0417	0,0000	0,0002	
0,2133	23,4500	980,0000	34,2000	35,7252	0,0474	0,0000	0,0002	
0,1898	23,4500	980,0000	34,2000	35,6978	0,0512	0,0000	0,0002	
0,1599	23,4500	980,0000	34,2000	35,6693	0,0550	0,0000	0,0002	
0,1241	23,4500	980,0000	34,2000	35,6397	0,0512	0,0000	0,0002	
0,0826	23,4500	980,0000	34,2000	35,6078	0,0512	0,0000	0,0002	
0,0349	23,4500	980,0000	34,2000	35,5730	0,0455	0,0000	0,0002	
-0,0190	23,4500	980,0000	34,2000	35,5354	0,0474	0,0000	0,0002	
-0,0783	23,4500	980,0000	34,2000	35,4946	0,0455	0,0000	0,0002	
-0,1410	23,4500	980,0000	34,2000	35,4504	0,0474	0,0000	0,0002	
-0,2043	23,4500	980,0000	34,2000	35,4030	0,0455	0,0000	0,0002	
-0,2646	23,4500	980,0000	34,2000	35,3537	0,0474	0,0000	0,0002	
-0,3190	23,4500	980,0000	34,2000	35,3039	0,0474	0,0000	0,0002	
-0,3651	23,4500	980,0000	34,2000	35,2546	0,0455	0,0000	0,0002	
-0,4021	23,4500	980,0000	34,2000	35,2069	0,0398	0,0000	0,0002	
-0,4308	23,4500	980,0000	34,2000	35,1618	0,0474	0,0000	0,0002	
-0,4538	23,4500	980,0000	34,2000	35,1199	0,0531	0,0000	0,0002	
-0,4747	23,4500	980,0000	34,2000	35,0811	0,0455	0,0000	0,0002	
-0,4975	23,4500	980,0000	34,2000	35,0451	0,0436	0,0000	0,0002	
-0,5253	23,4500	980,0000	34,2000	35,0116	0,0398	0,0001	0,0002	
-0,5586	23,4500	980,0000	34,2000	34,9796	0,0455	0,0001	0,0002	
-0,5961	23,4500	980,0000	34,2000	34,9488	0,0417	0,0001	0,0002	
-0,6347	23,4500	980,0000	34,2000	34,9187	0,0417	0,0001	0,0002	
-0,6715	23,4500	980,0000	34,2000	34,8888	0,0474	0,0001	0,0002	
-0,7044	23,4500	980,0000	34,2000	34,8591	0,0455	0,0001	0,0002	
-0,7329	23,4500	980,0000	34,2000	34,8285	0,0474	0,0001	0,0002	
-0,7573	23,4500	980,0000	34,2000	34,7961	0,0455	0,0001	0,0002	
-0,7780	23,4500	980,0000	34,2000	34,7604	0,0512	0,0001	0,0002	
-0,7943	23,4500	980,0000	34,2000	34,7207	0,0417	0,0001	0,0002	
-0,8048	23,4500	980,0000	34,2000	34,6764	0,0455	0,0001	0,0002	
-0,8081	23,4500	980,0000	34,2000	34,6276	0,0360	0,0001	0,0002	
-0,8036	23,4500	980,0000	34,2000	34,5745	0,0398	0,0001	0,0002	
-0,7920	23,4500	980,0000	34,2000	34,5178	0,0417	0,0001	0,0002	
-0,7749	23,4500	980,0000	34,2000	34,4596	0,0398	0,0001	0,0002	
-0,7547	23,4500	980,0000	34,2000	34,4022	0,0398	0,0001	0,0002	
-0,7338	23,4500	980,0000	34,2000	34,3465	0,0283	0,0001	0,0002	
-0,7140	23,4500	980,0000	34,2000	34,2939	0,0417	0,0001	0,0002	
-0,6970	23,4500	980,0000	34,2000	34,2448	0,0302	0,0001	0,0002	
-0,6839	23,4500	980,0000	34,2000	34,2000	0,0340	0,0001	0,0002	
-0,6751	23,4500	980,0000	34,2000	34,1590	0,0360	0,0001	0,0002	
-0,6704	23,4500	980,0000	34,2000	34,1215	0,0340	0,0001	0,0002	
-0,6694	23,4500	980,0000	34,2000	34,0872	0,0340	0,0001	0,0002	
-0,6711	23,4500	980,0000	34,2000	34,0554	0,0340	0,0001	0,0002	
-0,6749	23,4500	980,0000	34,2000	34,0251	0,0340	0,0001	0,0002	
-0,6804	23,4500	980,0000	34,2000	33,9957	0,0302	0,0001	0,0002	
-0,6873	23,4500	980,0000	34,2000	33,9662	0,0360	0,0001	0,0002	
-0,6953	23,4500	980,0000	34,2000	33,9360	0,0360	0,0001	0,0002	
-0,7035	23,4500	980,0000	34,2000	33,9048	0,0340	0,0001	0,0002	
-0,7112	23,4500	980,0000	34,2000	33,8726	0,0417	0,0001	0,0002	
-0,7172	23,4500	980,0000	34,2000	33,8402	0,0360	0,0001	0,0002	
-0,7207	23,4500	980,0000	34,2000	33,8081	0,0360	0,0001	0,0002	
-0,7210	23,4500	980,0000	34,2000	33,7770	0,0340	0,0001	0,0002	
-0,7174	23,4500	980,0000	34,2000	33,7473	0,0398	0,0001	0,0002	
-0,7091	23,4500	980,0000	34,2000	33,7188	0,0360	0,0001	0,0002	
-0,6959	23,4500	980,0000	34,2000	33,6906	0,0340	0,0001	0,0002	
-0,6785	23,4500	980,0000	34,2000	33,6622	0,0283	0,0001	0,0002	
-0,6587	23,4500	980,0000	34,2000	33,6328	0,0360	0,0001	0,0002	
-0,6391	23,4500	980,0000	34,2000	33,6016	0,0360	0,0001	0,0002	
-0,6219	23,4500	980,0000	34,2000	33,5685	0,0302	0,0001	0,0002	
-0,6084	23,4500	980,0000	34,2000	33,5331	0,0398	0,0001	0,0002	
-0,5981	23,4500	980,0000	34,2000	33,4964	0,0340	0,0001	0,0002	
-0,5901	23,4500	980,0000	34,2000	33,4588	0,0340	0,0001	0,0002	
-0,5835	23,4500	980,0000	34,2000	33,4209	0,0245	0,0001	0,0001	
-0,5785	23,4500	980,0000	34,2000	33,3830	0,0321	0,0001	0,0001	
-0,5756	23,4500	980,0000	34,2000	33,3450	0,0302	0,0001	0,0001	
-0,5755	23,4500	980,0000	34,2000	33,3065	0,0302	0,0001	0,0001	
-0,5773	23,4500	980,0000	34,2000	33,2670	0,0340	0,0001	0,0001	
-0,5787	23,4500	980,0000	34,2000	33,2263	0,0340	0,0001	0,0001	
-0,5769	23,4500	980,0000	34,2000	33,1843	0,0340	0,0001	0,0001	
-0,5706	23,4500	980,0000	34,2000	33,1416	0,0283	0,0001	0,0001	
-0,5606	23,4500	980,0000	34,2000	33,0994	0,0283	0,0001	0,0001	
-0,5501	23,4500	980,0000	34,2000	33,0600	0,0321	0,0001	0,0001	
-0,5434	23,4500	980,0000	34,2000	33,0242	0,0360	0,0001	0,0001	
-0,5425	23,4500	980,0000	34,2000	32,9924	0,0302	0,0001	0,0001	
-0,5472	23,4500	980,0000	34,2000	32,9648	0,0283	0,0001	0,0001	
-0,5539	23,4500	980,0000	34,2000	32,9404	0,0302	0,0001	0,0001	
-0,5586	23,4500	980,0000	34,2000	32,9172	0,0283	0,0001	0,0001	
-0,5581	23,4500	980,0000	34,2000	32,8924	0,0245	0,0001	0,0001	
-0,5525	23,4500	980,0000	34,2000	32,8644	0,0283	0,0001	0,0001	
-0,5443	23,4500	980,0000	34,2000	32,8320	0,0245	0,0001	0,0001	
-0,5368	23,4500	980,0000	34,2000	32,7953	0,0245	0,0001	0,0000	
-0,5323	23,4500	980,0000	34,2000	32,7555	0,0283	0,0001	0,0000	
-0,5310	23,4500	980,0000	34,2000	32,7144	0,0283	0,0001	0,0000	
-0,5307	23,4500	980,0000	34,2000	32,6743	0,0245	0,0001	0,0000	
-0,5290	23,4500	980,0000	34,2000	32,6371	0,0226	0,0001	0,0000	
-0,5247	23,4500	980,0000	34,2000	32,6037	0,0245	0,0001	0,0000	
-0,5188	23,4500	980,0000	34,2000	32,5739	0,0245	0,0001	0,0000	
-0,5140	23,4500	980,0000	34,2000	32,5475	0,0188	0,0001	0,0000	
-0,5130	23,4500	980,0000	34,2000	32,5242	0,0188	0,0001	0,0000	
-0,5171	23,4500	980,0000	34,2000	32,5021	0,0188	0,0001	0,0000	
-0,5248	23,4500	980,0000	34,2000	32,4800	0,0131	0,0001	0,0000	
-0,5325	23,4500	980,0000	34,2000	32,4568	0,0131	0,0001	0,0000	
-0,5364	23,4500	980,0000	34,2000	32,4330	0,0092	0,0001	0,0000	
-0,5340	23,4500	980,0000	34,2000	32,4091	0,0112	0,0001	0,0000	
