-0.02,-0.021,103.664
-0.02,-0.022,107.008
-0.02,-0.022,110.352
-0.02,-0.022,113.696
-0.019,-0.019,117.04
-0.018,-0.018,120.384
-0.019,-0.021,123.728
-0.019,-0.019,127.072
-0.019,-0.021,130.416
-0.019,-0.021,133.76
-0.018,-0.018,137.1
-0.017,-0.017,140.44
-0.017,-0.018,143.78
-0.016,-0.018,147.124
-0.016,-0.017,150.468
-0.016,-0.018,153.812
-0.016,-0.018,157.156
-0.015,-0.016,160.5
-0.014,-0.013,163.844
-0.015,-0.015,167.188
-0.016,-0.014,170.532
-0.013,-0.012,173.876
-0.013,-0.012,177.216
-0.012,-0.012,180.556
-0.013,-0.013,183.9
-0.011,-0.012,187.24
-0.01,-0.011,190.58
-0.01,-0.01,193.92
-0.009,-0.009,197.26
-0.009,-0.009,200.6
-0.009,-0.008,203.944
-0.008,-0.008,207.288
-0.008,-0.008,210.632
-0.006,-0.006,213.976
-0.006,-0.005,217.32
-0.006,-0.005,220.66
-0.005,-0.004,224.004
-0.004,-0.004,227.348
-0.004,-0.004,230.688
-0.003,-0.003,234.028
-0.003,-0.002,237.368
-0.003,-0.002,240.712
-0.003,-0.002,244.052
-0.002,0.0,247.396
-0.002,0.0,250.736
-0.002,-0.001,254.08
-0.001,0.0,257.42
-0.001,0.0,260.76
-0.001,0.001,264.104
-0.001,0.001,267.444
-0.001,0.001,270.784
0.0,0.002,274.128
0.0,0.003,277.472
0.001,0.003,280.816
0.002,0.005,284.16
0.003,0.005,287.504
0.004,0.006,290.844
0.005,0.007,294.184
0.006,0.008,297.528
0.007,0.009,300.872
0.008,0.009,304.216
0.008,0.009,307.56
0.008,0.01,310.9
0.009,0.011,314.24
0.01,0.012,317.58
0.011,0.012,320.924
0.011,0.014,324.264
0.012,0.014,327.608
0.013,0.015,330.952
0.014,0.017,334.292
0.014,0.017,337.632
0.016,0.018,340.976
0.017,0.02,344.316
0.018,0.021,347.656
0.019,0.022,351.0
0.02,0.024,354.344
0.02,0.025,357.688
0.022,0.026,361.032
0.023,0.028,364.372
0.024,0.029,367.712
0.026,0.031,371.056
0.026,0.032,374.396
0.027,0.033,377.736
0.027,0.034,381.076
0.03,0.037,384.416
0.03,0.038,387.76
0.031,0.039,391.1
0.032,0.041,394.444
0.034,0.043,397.788
0.035,0.044,401.132
0.035,0.045,404.476
0.037,0.044,407.816
0.038,0.047,411.156
0.037,0.048,414.5
0.036,0.05,417.844
0.037,0.051,421.188
0.04,0.052,424.532
0.042,0.054,427.876
0.044,0.055,431.22
0.044,0.055,434.564
0.044,0.055,437.908
0.041,0.056,441.252
0.043,0.056,444.596
0.044,0.059,447.936
0.042,0.061,451.28
0.043,0.062,454.624
0.045,0.063,457.968
0.045,0.066,461.312
0.044,0.065,464.656
0.045,0.068,467.996
0.048,0.068,471.34
0.05,0.073,474.684
0.053,0.074,478.028
0.055,0.077,481.372
0.053,0.073,484.716
0.049,0.076,488.06
0.053,0.078,491.404
0.053,0.079,494.748
0.052,0.081,498.092
0.055,0.078,501.436
0.056,0.082,504.776
0.053,0.081,508.116
0.058,0.085,511.456
0.05,0.077,514.796
0.05,0.088,518.14
0.061,0.088,521.484
0.059,0.089,524.824
0.063,0.09,528.168
0.062,0.099,531.512
0.064,0.093,534.856
0.061,0.093,538.2
0.061,0.1,541.544
0.056,0.099,544.888
