-0,7738	23,8300	980,0000	35,2000	36,3233	0,0493	0,0005	0,0002	
-0,8014	23,8300	980,0000	35,2000	36,2765	0,0493	0,0005	0,0002	
-0,8276	23,8300	980,0000	35,2000	36,2273	0,0436	0,0005	0,0002	
-0,8504	23,8300	980,0000	35,2000	36,1761	0,0455	0,0005	0,0002	
-0,8677	23,8300	980,0000	35,2000	36,1243	0,0455	0,0005	0,0002	
-0,8787	23,8300	980,0000	35,2000	36,0734	0,0398	0,0005	0,0002	
-0,8839	23,8300	980,0000	35,2000	36,0253	0,0436	0,0005	0,0002	
-0,8844	23,8300	980,0000	35,2000	35,9818	0,0398	0,0005	0,0002	
-0,8820	23,8300	980,0000	35,2000	35,9446	0,0379	0,0005	0,0002	
-0,8783	23,8300	980,0000	35,2000	35,9135	0,0379	0,0005	0,0002	
-0,8742	23,8300	980,0000	35,2000	35,8880	0,0436	0,0005	0,0003	
-0,8700	23,8300	980,0000	35,2000	35,8665	0,0379	0,0005	0,0003	
-0,8656	23,8300	980,0000	35,2000	35,8470	0,0398	0,0005	0,0003	
-0,8610	23,8300	980,0000	35,2000	35,8277	0,0379	0,0005	0,0002	
-0,8563	23,8300	980,0000	35,2000	35,8073	0,0321	0,0005	0,0003	
-0,8519	23,8300	980,0000	35,2000	35,7852	0,0360	0,0005	0,0003	
-0,8480	23,8300	980,0000	35,2000	35,7601	0,0321	0,0005	0,0003	
-0,8450	23,8300	980,0000	35,2000	35,7335	0,0360	0,0005	0,0003	
-0,8429	23,8300	980,0000	35,2000	35,7053	0,0321	0,0005	0,0003	
-0,8409	23,8300	980,0000	35,2000	35,6770	0,0264	0,0005	0,0003	
-0,8380	23,8300	980,0000	35,2000	35,6493	0,0302	0,0005	0,0003	
-0,8331	23,8300	980,0000	35,2000	35,6227	0,0264	0,0005	0,0003	
-0,8249	23,8300	980,0000	35,2000	35,5973	0,0245	0,0005	0,0003	
-0,8130	23,8300	980,0000	35,2000	35,5715	0,0264	0,0005	0,0003	
-0,7975	23,8300	980,0000	35,2000	35,5438	0,0226	0,0005	0,0003	
-0,7797	23,8300	980,0000	35,2000	35,5141	0,0245	0,0005	0,0003	
-0,7613	23,8300	980,0000	35,2000	35,4812	0,0207	0,0005	0,0004	
-0,7437	23,8300	980,0000	35,2000	35,4452	0,0150	0,0005	0,0004	
-0,7279	23,8300	980,0000	35,2000	35,4076	0,0207	0,0005	0,0004	
-0,7138	23,8300	980,0000	35,2000	35,3702	0,0150	0,0005	0,0004	
-0,7001	23,8300	980,0000	35,2000	35,3350	0,0188	0,0005	0,0004	
-0,6860	23,8300	980,0000	35,2000	35,3043	0,0150	0,0005	0,0004	
-0,6713	23,8300	980,0000	35,2000	35,2787	0,0131	0,0005	0,0004	
-0,6569	23,8300	980,0000	35,2000	35,2592	0,0131	0,0005	0,0004	
-0,6443	23,8300	980,0000	35,2000	35,2444	0,0054	0,0005	0,0004	
-0,6349	23,8300	980,0000	35,2000	35,2320	0,0073	0,0005	0,0004	
-0,6289	23,8300	980,0000	35,2000	35,2208	0,0035	0,0005	0,0004	
-0,6249	23,8300	980,0000	35,2000	35,2080	-0,0022	0,0005	0,0004	
-0,6204	23,8300	980,0000	35,2000	35,1925	0,0035	0,0005	0,0004	
-0,6129	23,8300	980,0000	35,2000	35,1746	-0,0003	0,0005	0,0004	
-0,6014	23,8300	980,0000	35,2000	35,1566	-0,0022	0,0005	0,0004	
-0,5862	23,8300	980,0000	35,2000	35,1406	-0,0022	0,0005	0,0004	
-0,5695	23,8300	980,0000	35,2000	35,1289	-0,0098	0,0005	0,0004	
-0,5534	23,8300	980,0000	35,2000	35,1230	-0,0155	0,0005	0,0004	
-0,5393	23,8300	980,0000	35,2000	35,1234	-0,0232	0,0005	0,0004	
-0,5274	23,8300	980,0000	35,2000	35,1298	-0,0289	0,0005	0,0004	
-0,5160	23,8300	980,0000	35,2000	35,1405	-0,0251	0,0005	0,0004	
-0,5032	23,8300	980,0000	35,2000	35,1535	-0,0346	0,0005	0,0004	
-0,4872	23,8300	980,0000	35,2000	35,1656	-0,0346	0,0005	0,0004	
-0,4676	23,8300	980,0000	35,2000	35,1756	-0,0423	0,0005	0,0004	
-0,4447	23,8300	980,0000	35,2000	35,1826	-0,0423	0,0005	0,0004	
