Débit	PM	CO	CH4	
-0,34	0,043	-0,0028	-0,0029	
-0,34	0,043	-0,0028	-0,0029	
-0,34	0,035	-0,0028	-0,0029	
-0,34	0,037	-0,0028	-0,0029	
-0,34	0,035	-0,0028	-0,0029	
-0,34	0,037	-0,0028	-0,0029	
-0,34	0,041	-0,0028	-0,0029	
-0,34	0,037	-0,0028	-0,0029	
-0,34	0,035	-0,0028	-0,0029	
-0,34	0,039	-0,0028	-0,0029	
-0,34	0,039	-0,0028	-0,0029	
-0,33	0,035	-0,0028	-0,0029	
-0,33	0,037	-0,0028	-0,0029	
-0,33	0,039	-0,0028	-0,0029	
-0,33	0,041	-0,0028	-0,0029	
-0,32	0,034	-0,0028	-0,0029	
-0,32	0,034	-0,0028	-0,0029	
-0,32	0,037	-0,0028	-0,0029	
-0,32	0,037	-0,0028	-0,0029	
-0,31	0,037	-0,0028	-0,0029	
-0,31	0,034	-0,0028	-0,0029	
-0,31	0,034	-0,0028	-0,0029	
-0,31	0,037	-0,0028	-0,0029	
-0,31	0,037	-0,0028	-0,0029	
-0,31	0,030	-0,0028	-0,0029	
-0,31	0,028	-0,0028	-0,0029	
-0,31	0,034	-0,0028	-0,0029	
-0,30	0,035	-0,0028	-0,0029	
-0,30	0,035	-0,0028	-0,0029	
-0,30	0,035	-0,0028	-0,0029	
-0,29	0,037	-0,0028	-0,0029	
-0,29	0,037	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0029	
-0,28	0,043	-0,0028	-0,0029	
-0,28	0,032	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,032	-0,0028	-0,0028	
-0,27	0,043	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,032	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,043	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,047	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,25	0,028	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,23	0,030	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,22	0,028	-0,0028	-0,0028	
-0,22	0,037	-0,0028	-0,0028	
-0,22	0,034	-0,0028	-0,0028	
-0,22	0,037	-0,0028	-0,0028	
-0,22	0,035	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,041	-0,0028	-0,0028	
-0,23	0,041	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,24	0,026	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,032	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,24	0,032	-0,0028	-0,0028	
-0,24	0,032	-0,0028	-0,0028	
-0,24	0,030	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,032	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,24	0,043	-0,0028	-0,0028	
-0,23	0,030	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,26	0,037	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,043	-0,0028	-0,0029	
-0,26	0,032	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,032	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,25	0,030	-0,0028	-0,0029	
-0,25	0,043	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,034	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,035	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,032	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,032	-0,0028	-0,0029	
-0,25	0,032	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,026	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,034	-0,0028	-0,0029	
-0,25	0,032	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,032	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,032	-0,0028	-0,0029	
-0,25	0,035	-0,0028	-0,0029	
-0,25	0,037	-0,0028	-0,0029	
-0,25	0,032	-0,0028	-0,0029	
-0,25	0,030	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,24	0,028	-0,0028	-0,0029	
-0,24	0,035	-0,0028	-0,0029	
-0,24	0,032	-0,0028	-0,0029	
-0,24	0,037	-0,0028	-0,0029	
-0,24	0,039	-0,0028	-0,0029	
-0,24	0,035	-0,0028	-0,0029	
-0,24	0,037	-0,0028	-0,0029	
-0,23	0,035	-0,0028	-0,0029	
-0,23	0,034	-0,0028	-0,0029	
-0,23	0,026	-0,0028	-0,0029	
-0,23	0,035	-0,0028	-0,0029	
-0,23	0,039	-0,0028	-0,0029	
-0,23	0,035	-0,0028	-0,0029	
-0,23	0,037	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,24	0,039	-0,0028	-0,0029	
-0,24	0,032	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,23	0,032	-0,0028	-0,0029	
-0,23	0,035	-0,0028	-0,0029	
-0,23	0,030	-0,0028	-0,0029	
-0,23	0,037	-0,0028	-0,0029	
-0,23	0,034	-0,0028	-0,0029	
-0,23	0,026	-0,0028	-0,0029	
-0,24	0,030	-0,0028	-0,0029	
-0,24	0,030	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,24	0,030	-0,0028	-0,0029	
-0,24	0,030	-0,0028	-0,0029	
-0,24	0,032	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,24	0,037	-0,0028	-0,0029	
-0,24	0,026	-0,0028	-0,0029	
-0,24	0,030	-0,0028	-0,0029	
-0,24	0,034	-0,0028	-0,0029	
-0,23	0,032	-0,0028	-0,0029	
-0,23	0,030	-0,0028	-0,0029	
-0,23	0,030	-0,0028	-0,0029	
-0,23	0,026	-0,0028	-0,0029	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,030	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,030	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,028	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0027	
-0,23	0,032	-0,0028	-0,0027	
-0,23	0,030	-0,0028	-0,0027	
-0,23	0,030	-0,0028	-0,0027	
-0,23	0,035	-0,0028	-0,0027	
-0,22	0,030	-0,0028	-0,0027	
-0,22	0,026	-0,0028	-0,0027	
-0,22	0,037	-0,0028	-0,0027	
-0,22	0,032	-0,0028	-0,0027	
-0,22	0,032	-0,0028	-0,0027	
-0,22	0,030	-0,0028	-0,0028	
-0,22	0,030	-0,0028	-0,0028	
-0,22	0,032	-0,0028	-0,0028	
-0,22	0,032	-0,0028	-0,0028	
-0,22	0,034	-0,0028	-0,0028	
-0,22	0,039	-0,0028	-0,0028	
-0,21	0,041	-0,0028	-0,0028	
-0,21	0,034	-0,0028	-0,0028	
-0,21	0,035	-0,0028	-0,0028	
-0,20	0,030	-0,0028	-0,0028	
-0,20	0,030	-0,0028	-0,0028	
-0,20	0,034	-0,0028	-0,0028	
-0,20	0,034	-0,0028	-0,0028	
-0,20	0,032	-0,0028	-0,0028	
-0,21	0,030	-0,0028	-0,0028	
-0,21	0,035	-0,0028	-0,0028	
-0,22	0,037	-0,0028	-0,0028	
-0,22	0,030	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,22	0,030	-0,0028	-0,0028	
-0,22	0,035	-0,0028	-0,0028	
-0,22	0,032	-0,0028	-0,0028	
-0,22	0,043	-0,0028	-0,0028	
-0,22	0,034	-0,0028	-0,0028	
-0,22	0,035	-0,0028	-0,0028	
-0,22	0,035	-0,0028	-0,0028	
-0,23	0,035	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,039	-0,0028	-0,0028	
-0,23	0,041	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,030	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,23	0,032	-0,0028	-0,0028	
-0,24	0,032	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,041	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,032	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,25	0,030	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,043	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,035	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0027	
-0,27	0,034	-0,0028	-0,0027	
-0,27	0,037	-0,0028	-0,0027	
-0,26	0,037	-0,0028	-0,0027	
-0,26	0,035	-0,0028	-0,0027	
-0,26	0,030	-0,0028	-0,0027	
-0,26	0,035	-0,0028	-0,0027	
-0,26	0,032	-0,0028	-0,0027	
-0,26	0,039	-0,0028	-0,0027	
-0,26	0,039	-0,0028	-0,0027	
-0,26	0,035	-0,0028	-0,0027	
-0,26	0,035	-0,0028	-0,0027	
-0,26	0,035	-0,0028	-0,0027	
-0,26	0,037	-0,0028	-0,0027	
-0,26	0,037	-0,0028	-0,0027	
-0,26	0,041	-0,0028	-0,0027	
-0,26	0,037	-0,0028	-0,0027	
-0,26	0,037	-0,0028	-0,0027	
-0,25	0,039	-0,0028	-0,0027	
-0,25	0,034	-0,0028	-0,0027	
-0,25	0,030	-0,0028	-0,0027	
-0,25	0,035	-0,0028	-0,0026	
-0,25	0,034	-0,0028	-0,0026	
-0,25	0,035	-0,0028	-0,0026	
-0,25	0,039	-0,0028	-0,0026	
-0,25	0,034	-0,0028	-0,0026	
-0,25	0,035	-0,0028	-0,0026	
-0,25	0,026	-0,0028	-0,0026	
-0,25	0,034	-0,0028	-0,0026	
-0,25	0,037	-0,0028	-0,0026	
-0,25	0,026	-0,0028	-0,0026	
-0,26	0,035	-0,0028	-0,0026	
-0,26	0,035	-0,0028	-0,0026	
-0,27	0,035	-0,0028	-0,0026	
-0,27	0,037	-0,0028	-0,0026	
-0,27	0,034	-0,0028	-0,0026	
-0,28	0,035	-0,0028	-0,0026	
-0,28	0,030	-0,0028	-0,0026	
-0,27	0,030	-0,0028	-0,0026	
-0,27	0,030	-0,0028	-0,0026	
-0,27	0,035	-0,0028	-0,0026	
-0,26	0,034	-0,0028	-0,0026	
-0,26	0,043	-0,0028	-0,0026	
-0,26	0,035	-0,0028	-0,0026	
-0,26	0,030	-0,0028	-0,0026	
-0,26	0,035	-0,0028	-0,0026	
-0,26	0,034	-0,0028	-0,0026	
-0,26	0,035	-0,0028	-0,0026	
-0,26	0,030	-0,0028	-0,0026	
-0,26	0,028	-0,0028	-0,0026	
-0,25	0,026	-0,0028	-0,0026	
-0,25	0,034	-0,0028	-0,0026	
-0,25	0,034	-0,0028	-0,0026	
-0,25	0,037	-0,0028	-0,0026	
-0,24	0,032	-0,0028	-0,0027	
-0,24	0,030	-0,0028	-0,0027	
-0,24	0,037	-0,0028	-0,0027	
-0,24	0,035	-0,0028	-0,0027	
-0,25	0,034	-0,0028	-0,0027	
-0,25	0,032	-0,0028	-0,0027	
-0,25	0,037	-0,0028	-0,0027	
-0,25	0,034	-0,0028	-0,0027	
-0,24	0,032	-0,0028	-0,0027	
-0,24	0,039	-0,0028	-0,0027	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,030	-0,0028	-0,0028	
-0,24	0,041	-0,0028	-0,0028	
-0,24	0,032	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,23	0,030	-0,0028	-0,0028	
-0,23	0,034	-0,0028	-0,0028	
-0,23	0,037	-0,0028	-0,0028	
-0,24	0,030	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,034	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,035	-0,0028	-0,0028	
-0,24	0,037	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,24	0,039	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,037	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,039	-0,0028	-0,0028	
-0,25	0,034	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,25	0,032	-0,0028	-0,0028	
-0,25	0,035	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,030	-0,0028	-0,0028	
-0,26	0,034	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0029	
-0,26	0,041	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,041	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,032	-0,0028	-0,0029	
-0,28	0,039	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0029	
-0,28	0,043	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,27	0,047	-0,0028	-0,0029	
-0,27	0,030	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0028	
-0,28	0,034	-0,0028	-0,0028	
-0,28	0,035	-0,0028	-0,0028	
-0,28	0,034	-0,0028	-0,0028	
-0,28	0,035	-0,0028	-0,0028	
-0,28	0,037	-0,0028	-0,0028	
-0,27	0,039	-0,0028	-0,0028	
-0,27	0,028	-0,0028	-0,0028	
-0,27	0,030	-0,0028	-0,0028	
-0,27	0,039	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0028	
-0,27	0,030	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0028	
-0,27	0,030	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0028	
-0,27	0,039	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0028	
-0,28	0,034	-0,0028	-0,0028	
-0,28	0,035	-0,0028	-0,0028	
-0,28	0,037	-0,0028	-0,0028	
-0,29	0,039	-0,0028	-0,0028	
-0,29	0,043	-0,0028	-0,0028	
-0,29	0,035	-0,0028	-0,0028	
-0,28	0,032	-0,0028	-0,0028	
-0,28	0,043	-0,0028	-0,0028	
-0,28	0,035	-0,0028	-0,0028	
-0,27	0,039	-0,0028	-0,0028	
-0,27	0,035	-0,0028	-0,0028	
-0,27	0,034	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,037	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,039	-0,0028	-0,0028	
-0,26	0,041	-0,0028	-0,0028	
-0,26	0,030	-0,0028	-0,0028	
-0,27	0,034	-0,0028	-0,0028	
-0,27	0,041	-0,0028	-0,0028	
-0,27	0,037	-0,0028	-0,0028	
-0,28	0,035	-0,0028	-0,0028	
-0,28	0,039	-0,0028	-0,0028	
-0,28	0,032	-0,0028	-0,0028	
-0,28	0,032	-0,0028	-0,0028	
-0,27	0,034	-0,0028	-0,0028	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,028	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,26	0,035	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,035	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,26	0,035	-0,0028	-0,0029	
-0,26	0,035	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,26	0,030	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,037	-0,0028	-0,0029	
-0,26	0,034	-0,0028	-0,0029	
-0,26	0,028	-0,0028	-0,0029	
-0,26	0,041	-0,0028	-0,0029	
-0,26	0,049	-0,0028	-0,0029	
-0,26	0,039	-0,0028	-0,0029	
-0,27	0,030	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,043	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,030	-0,0028	-0,0029	
-0,27	0,039	-0,0028	-0,0029	
-0,27	0,034	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,27	0,035	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,28	0,047	-0,0028	-0,0029	
-0,28	0,032	-0,0028	-0,0029	
-0,28	0,041	-0,0028	-0,0029	
-0,29	0,034	-0,0028	-0,0029	
-0,29	0,041	-0,0028	-0,0029	
-0,29	0,049	-0,0028	-0,0029	
-0,29	0,041	-0,0028	-0,0029	
-0,29	0,041	-0,0028	-0,0029	
-0,29	0,039	-0,0028	-0,0029	
-0,29	0,034	-0,0028	-0,0029	
-0,29	0,041	-0,0028	-0,0029	
-0,29	0,037	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,039	-0,0028	-0,0029	
-0,28	0,043	-0,0028	-0,0029	
-0,27	0,037	-0,0028	-0,0029	
-0,27	0,043	-0,0028	-0,0029	
-0,27	0,043	-0,0028	-0,0029	
-0,27	0,041	-0,0028	-0,0029	
-0,28	0,037	-0,0028	-0,0029	
-0,28	0,039	-0,0028	-0,0029	
-0,28	0,039	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,039	-0,0028	-0,0029	
-0,28	0,034	-0,0028	-0,0029	
-0,28	0,037	-0,0028	-0,0029	
-0,28	0,035	-0,0028	-0,0029	
-0,29	0,039	-0,0028	-0,0029	
-0,29	0,039	-0,0028	-0,0029	
-0,30	0,039	-0,0028	-0,0029	
-0,30	0,043	-0,0028	-0,0029	
-0,30	0,037	-0,0028	-0,0029	
-0,30	0,039	-0,0028	-0,0029	
-0,30	0,039	-0,0028	-0,0029	
-0,30	0,039	-0,0028	-0,0029	
-0,30	0,037	-0,0028	-0,0029	
-0,30	0,039	-0,0028	-0,0029	
-0,31	0,039	-0,0028	-0,0029	
-0,31	0,034	-0,0028	-0,0029	
-0,31	0,037	-0,0028	-0,0029	
-0,31	0,035	-0,0028	-0,0029	
-0,31	0,037	-0,0028	-0,0029	
-0,31	0,037	-0,0028	-0,0029	
-0,31	0,035	-0,0028	-0,0029	
-0,31	0,043	-0,0028	-0,0029	
-0,31	0,039	-0,0028	-0,0029	
-0,31	0,043	-0,0028	-0,0029	
-0,30	0,039	-0,0028	-0,0029	
-0,30	0,037	-0,0028	-0,0029	
-0,29	0,037	-0,0028	-0,0028	
