-0.014,-0.016,103.644
-0.014,-0.016,106.984
-0.014,-0.016,110.324
-0.013,-0.016,113.672
-0.013,-0.016,117.016
-0.014,-0.016,120.36
-0.014,-0.016,123.704
-0.014,-0.016,127.048
-0.014,-0.016,130.392
-0.013,-0.016,133.736
-0.013,-0.016,137.08
-0.014,-0.016,140.424
-0.014,-0.016,143.768
-0.014,-0.016,147.112
-0.014,-0.016,150.456
-0.015,-0.016,153.8
-0.014,-0.017,157.144
-0.014,-0.016,160.488
-0.015,-0.017,163.832
-0.014,-0.016,167.176
-0.015,-0.016,170.52
-0.015,-0.017,173.864
-0.015,-0.017,177.208
-0.015,-0.017,180.552
-0.015,-0.017,183.896
-0.015,-0.017,187.24
-0.015,-0.016,190.584
-0.014,-0.016,193.928
-0.014,-0.016,197.272
-0.014,-0.016,200.616
-0.014,-0.016,203.96
-0.014,-0.015,207.3
-0.013,-0.016,210.644
-0.013,-0.015,213.984
-0.013,-0.015,217.328
-0.013,-0.014,220.672
-0.012,-0.014,224.012
-0.012,-0.014,227.356
-0.011,-0.013,230.7
-0.011,-0.013,234.044
-0.011,-0.013,237.388
-0.01,-0.011,240.732
-0.009,-0.011,244.076
-0.008,-0.01,247.42
-0.007,-0.009,250.764
-0.006,-0.008,254.108
-0.006,-0.008,257.448
-0.005,-0.006,260.792
-0.005,-0.006,264.132
-0.004,-0.006,267.472
-0.003,-0.005,270.812
-0.003,-0.005,274.152
-0.002,-0.004,277.492
-0.002,-0.003,280.832
-0.001,-0.003,284.176
-0.001,-0.003,287.52
0.0,-0.002,290.864
0.0,-0.002,294.204
0.0,-0.002,297.548
0.0,-0.002,300.888
0.0,-0.001,304.228
0.001,0.0,307.568
0.003,0.0,310.908
0.004,0.002,314.252
0.005,0.003,317.592
0.006,0.005,320.932
0.008,0.006,324.276
0.009,0.007,327.616
0.01,0.008,330.96
0.011,0.01,334.304
0.012,0.01,337.648
0.013,0.011,340.996
0.014,0.012,344.336
0.015,0.013,347.68
0.016,0.015,351.024
0.016,0.015,354.368
0.018,0.016,357.712
0.019,0.017,361.052
0.02,0.019,364.396
0.022,0.021,367.736
0.025,0.024,371.076
0.024,0.022,374.416
0.024,0.023,377.756
0.024,0.023,381.096
0.024,0.022,384.436
0.026,0.025,387.78
0.028,0.027,391.12
0.028,0.026,394.46
0.03,0.028,397.8
0.029,0.027,401.14
0.029,0.027,404.484
0.03,0.028,407.824
0.03,0.027,411.164
0.03,0.029,414.504
0.032,0.03,417.844
0.032,0.031,421.188
0.034,0.033,424.528
0.034,0.033,427.872
0.035,0.033,431.212
0.038,0.037,434.556
0.036,0.034,437.896
0.036,0.034,441.236
0.039,0.038,444.58
0.041,0.039,447.92
0.042,0.039,451.26
0.044,0.042,454.604
0.044,0.042,457.948
0.044,0.042,461.292
0.045,0.043,464.636
0.046,0.044,467.98
0.045,0.044,471.324
0.048,0.047,474.668
0.048,0.047,478.012
0.051,0.048,481.356
0.05,0.048,484.7
0.049,0.048,488.044
0.049,0.047,491.388
0.051,0.049,494.728
0.051,0.05,498.072
0.051,0.05,501.412
0.053,0.051,504.756
0.05,0.048,508.1
0.051,0.05,511.444
0.051,0.05,514.784
0.05,0.048,518.128
0.053,0.052,521.472
0.055,0.054,524.812
0.054,0.053,528.152
0.058,0.056,531.492
0.055,0.052,534.836
0.056,0.056,538.18
0.057,0.055,541.524
0.055,0.054,544.868
0.057,0.056,548.212
0.061,0.06,551.556
0.059,0.058,554.9
0.059,0.057,558.244
0.059,0.058,561.588
0.059,0.057,564.928
0.056,0.055,568.272
0.058,0.056,571.612
0.056,0.054,574.956
0.056,0.055,578.3
0.056,0.055,581.644
0.057,0.056,584.988
0.058,0.056,588.332
0.056,0.058,591.676
0.059,0.057,595.016
0.055,0.055,598.356
0.052,0.05,601.7
0.058,0.056,605.044
0.059,0.058,608.388
0.059,0.054,611.732
0.057,0.057,615.072
0.061,0.056,618.412
0.061,0.059,621.756
0.059,0.055,625.1
0.054,0.052,628.444
0.058,0.058,631.788
0.062,0.061,635.128
0.056,0.058,638.468
0.058,0.056,641.808
0.059,0.058,645.148
0.061,0.059,648.492
0.062,0.061,651.836
0.06,0.058,655.176
0.055,0.057,658.516
0.059,0.057,661.86
0.062,0.063,665.204
0.06,0.059,668.548
0.059,0.057,671.892
0.065,0.063,675.236
0.066,0.067,678.576
0.067,0.065,681.92
0.063,0.064,685.264
0.064,0.062,688.608
0.066,0.064,691.952
0.069,0.069,695.3
0.069,0.067,698.644
0.067,0.065,701.988
0.065,0.062,705.332
0.065,0.062,708.676
0.065,0.064,712.02
0.069,0.067,715.36
0.069,0.067,718.704
0.07,0.068,722.048
0.072,0.07,725.388
0.072,0.068,728.728
0.065,0.064,732.072
0.074,0.073,735.416
0.07,0.069,738.76
0.073,0.072,742.104
0.07,0.069,745.448
0.075,0.073,748.792
0.07,0.069,752.136
0.077,0.075,755.48
0.073,0.071,758.824
0.074,0.07,762.168
0.067,0.064,765.512
0.074,0.073,768.852
0.07,0.069,772.192
0.072,0.07,775.536
0.07,0.07,778.88
0.073,0.071,782.224
0.076,0.074,785.564
0.077,0.075,788.904
0.07,0.069,792.244
0.07,0.067,795.588
0.075,0.073,798.932
0.078,0.076,802.276
0.075,0.074,805.616
0.079,0.078,808.964
0.084,0.082,812.304
0.075,0.076,815.648
0.078,0.073,818.992
0.082,0.078,822.332
0.081,0.079,825.672
0.078,0.078,829.016
0.077,0.075,832.36
0.075,0.074,835.7
0.079,0.078,839.04
0.077,0.075,842.384
0.076,0.075,845.728
0.078,0.078,849.072
0.076,0.073,852.416
0.081,0.079,855.76
0.083,0.081,859.104
0.082,0.081,862.448
0.077,0.076,865.792
0.074,0.072,869.136
0.076,0.075,872.48
0.076,0.075,875.82
0.075,0.073,879.16
0.081,0.079,882.504
0.079,0.075,885.848
0.079,0.078,889.192
0.075,0.073,892.536
0.076,0.073,895.88
0.074,0.074,899.22
0.08,0.076,902.56
0.083,0.079,905.9
0.079,0.075,909.244
0.08,0.075,912.584
0.073,0.069,915.928
0.078,0.076,919.272
0.077,0.076,922.616
0.076,0.073,925.96
0.081,0.078,929.304
0.08,0.079,932.648
0.079,0.078,935.992
0.082,0.08,939.332
0.075,0.074,942.676
0.077,0.075,946.02
0.077,0.075,949.364
0.077,0.076,952.708
0.083,0.078,956.052
0.077,0.076,959.396
0.079,0.077,962.74
0.077,0.076,966.08
0.076,0.075,969.424
0.08,0.079,972.768
0.083,0.078,976.108
0.079,0.078,979.448
0.077,0.077,982.792
0.076,0.074,986.132
0.079,0.078,989.472
0.075,0.073,992.816
0.084,0.081,996.16
0.076,0.075,999.504
0.079,0.078,1002.848
0.081,0.084,1006.188
0.083,0.081,1009.532
0.081,0.079,1012.876
0.078,0.076,1016.22
0.077,0.076,1019.564
0.079,0.077,1022.908
0.083,0.081,1026.248
0.078,0.077,1029.592
0.08,0.079,1032.936
0.081,0.081,1036.28
0.079,0.076,1039.624
0.08,0.077,1042.968
0.081,0.081,1046.312
0.075,0.073,1049.652
0.082,0.079,1052.992
0.083,0.083,1056.332
0.084,0.08,1059.672
0.082,0.079,1063.012
0.087,0.085,1066.352
0.08,0.079,1069.696
0.077,0.079,1073.04
0.083,0.081,1076.384
0.085,0.083,1079.728
0.081,0.079,1083.072
0.082,0.081,1086.412
0.083,0.08,1089.756
0.083,0.078,1093.1
0.087,0.084,1096.444
0.087,0.084,1099.788
0.081,0.079,1103.132
0.077,0.074,1106.472
0.083,0.081,1109.812
0.073,0.075,1113.156
0.083,0.08,1116.496
0.085,0.083,1119.836
0.08,0.078,1123.176
0.084,0.081,1126.516
0.081,0.082,1129.86
0.078,0.075,1133.204
0.081,0.078,1136.548
0.073,0.073,1139.892
0.069,0.07,1143.236
0.084,0.083,1146.58
0.079,0.076,1149.924
0.083,0.08,1153.268
0.08,0.078,1156.612
0.073,0.071,1159.956
0.071,0.072,1163.296
0.073,0.071,1166.636
0.067,0.066,1169.98
0.069,0.067,1173.324
0.072,0.072,1176.668
0.067,0.066,1180.012
0.066,0.068,1183.356
0.058,0.056,1186.696
0.055,0.053,1190.036
0.053,0.051,1193.376
0.053,0.05,1196.716
0.045,0.042,1200.056
0.049,0.047,1203.396
0.048,0.046,1206.736
0.05,0.048,1210.076
0.053,0.05,1213.416
